,Dataset,Classifier,Base_F1_mean,Base_AUC_mean,Base_F1_std,Base_AUC_std,KM_F1_mean,KM_AUC_mean,KM_F1_std,KM_AUC_std,KM-p-F1,KM-p-AUC,CAC_F1_mean,CAC_AUC_mean,CAC_F1_std,CAC_AUC_std,CAC-Base-p-F1,CAC-Base-p-AUC,CAC-KM-p-F1,CAC-KM-p-AUC
0,creditcard,KNN,0.4232008053057227,0.7033139747951584,0.011049480198493123,0.0065069083834455275,0.42362876158965246,0.7026168230936548,0.011344204665035466,0.005106777767766795,0.9582221100842845,0.8703222500094286,0.4235156401036546,0.7023753280702717,0.011176642185826313,0.004949690475572904,0.9690237174676517,0.8241464821988642,0.9890129780887391,0.94752138023149
