,Dataset,Classifier,Base_F1_mean,Base_AUC_mean,Base_F1_std,Base_AUC_std,KM_F1_mean,KM_AUC_mean,KM_F1_std,KM_AUC_std,KM-p-F1,KM-p-AUC,CAC_F1_mean,CAC_AUC_mean,CAC_F1_std,CAC_AUC_std,CAC-Base-p-F1,CAC-Base-p-AUC,CAC-KM-p-F1,CAC-KM-p-AUC
0,creditcard,RF,0.4131331575450304,0.7278797927644418,0.017595653400395723,0.008242530937282989,0.39923825011804753,0.7196519911956794,0.022396628291498938,0.0046198318457915605,0.3577887118248242,0.11976517271922368,0.39026038080170355,0.7142166451171116,0.02551297500270304,0.006134016947762546,0.17817669856464902,0.028822404395365448,0.6112262020626305,0.19461868581233102
